,name,tvTropesAddress,tropeCount,runTime
586,The Chechahcos,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheChechahcos,19,0
587,Chisum,http://tvtropes.org/pmwiki/pmwiki.php/Film/Chisum,20,0
588,Cimarron,http://tvtropes.org/pmwiki/pmwiki.php/Film/Cimarron,15,0
589,City Slickers,http://tvtropes.org/pmwiki/pmwiki.php/Film/CitySlickers,54,0
590,The Comancheros,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheComancheros,0,0
591,Companeros,http://tvtropes.org/pmwiki/pmwiki.php/Film/Companeros,18,0
592,The Cowboys,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheCowboys,15,0
593,Crossfire Trail,http://tvtropes.org/pmwiki/pmwiki.php/Film/CrossfireTrail,29,0
594,Das Finstere Tal,http://tvtropes.org/pmwiki/pmwiki.php/Film/DasFinstereTal,37,0
595,The Deadly Companions,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheDeadlyCompanions,0,0
596,Deadman,http://tvtropes.org/pmwiki/pmwiki.php/Film/Deadman,33,0
597,DEFA Westerns,http://tvtropes.org/pmwiki/pmwiki.php/Film/DEFAWesterns,2,0
598,Destry Rides Again,http://tvtropes.org/pmwiki/pmwiki.php/Film/DestryRidesAgain,16,0
599,Django,http://tvtropes.org/pmwiki/pmwiki.php/Film/Django,27,0
600,Django Unchained,http://tvtropes.org/pmwiki/pmwiki.php/Film/DjangoUnchained,259,0
601,El Dorado,http://tvtropes.org/pmwiki/pmwiki.php/Film/ElDorado,40,0
602,Evil Roy Slade,http://tvtropes.org/pmwiki/pmwiki.php/Film/EvilRoySlade,27,0
603,The Far Country,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheFarCountry,8,0
604,God Forgives I Dont,http://tvtropes.org/pmwiki/pmwiki.php/Film/GodForgivesIDont,0,0
605,Go West,http://tvtropes.org/pmwiki/pmwiki.php/Film/GoWest,15,0
606,The Great Silence,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheGreatSilence,10,0
607,The Great Bank Robbery,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheGreatBankRobbery,16,0
608,The Great Train Robbery,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheGreatTrainRobbery,10,0
609,The Gunfighter,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheGunfighter,16,0
610,Gunslinger,http://tvtropes.org/pmwiki/pmwiki.php/Film/Gunslinger,24,0
611,The Hallelujah Trail,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheHallelujahTrail,37,0
612,High Noon,http://tvtropes.org/pmwiki/pmwiki.php/Film/HighNoon,30,0
613,High Plains Drifter,http://tvtropes.org/pmwiki/pmwiki.php/Film/HighPlainsDrifter,32,0
614,In Old Arizona,http://tvtropes.org/pmwiki/pmwiki.php/Film/InOldArizona,11,0
615,The Iron Horse,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheIronHorse,15,0
616,I Shot Jesse James,http://tvtropes.org/pmwiki/pmwiki.php/Film/IShotJesseJames,76,0
617,Jeremiah Johnson,http://tvtropes.org/pmwiki/pmwiki.php/Film/JeremiahJohnson,15,0
618,Johnny Guitar,http://tvtropes.org/pmwiki/pmwiki.php/Film/JohnnyGuitar,30,0
619,Jonah Hex,http://tvtropes.org/pmwiki/pmwiki.php/Film/JonahHex,38,0
620,Keoma,http://tvtropes.org/pmwiki/pmwiki.php/Film/Keoma,8,0
621,The Kid Brother,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheKidBrother,15,0
622,Lemonade Joe,http://tvtropes.org/pmwiki/pmwiki.php/Film/LemonadeJoe,53,0
623,Little Big Man,http://tvtropes.org/pmwiki/pmwiki.php/Film/LittleBigMan,31,0
624,The Lone Ranger,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheLoneRanger,136,0
625,Lonesome Dove,http://tvtropes.org/pmwiki/pmwiki.php/Literature/LonesomeDove,13,0
626,Lucky Luke,http://tvtropes.org/pmwiki/pmwiki.php/ComicBook/LuckyLuke,214,0
627,The Man From Laramie,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheManFromLaramie,0,0
628,Mad Dog Morgan,http://tvtropes.org/pmwiki/pmwiki.php/Film/MadDogMorgan,24,0
629,Major Dundee,http://tvtropes.org/pmwiki/pmwiki.php/Film/MajorDundee,31,0
630,The Man Who Shot Liberty Valance,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheManWhoShotLibertyValance,71,0
631,Maverick,http://tvtropes.org/pmwiki/pmwiki.php/Film/Maverick,79,0
632,The Missing,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheMissing,10,0
633,My Darling Clementine,http://tvtropes.org/pmwiki/pmwiki.php/Film/MyDarlingClementine,33,0
634,My Name Is Nobody,http://tvtropes.org/pmwiki/pmwiki.php/Film/MyNameIsNobody,16,0
635,The Naked Spur,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheNakedSpur,11,0
636,Navajo Joe,http://tvtropes.org/pmwiki/pmwiki.php/Film/NavajoJoe,50,0
637,Ned Kelly,http://tvtropes.org/pmwiki/pmwiki.php/Film/NedKelly,25,0
638,Night Of The Grizzly,http://tvtropes.org/pmwiki/pmwiki.php/Film/NightOfTheGrizzly,0,0
639,Open Range,http://tvtropes.org/pmwiki/pmwiki.php/Film/OpenRange,19,0
640,The Outlaw Josey Wales,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheOutlawJoseyWales,42,0
641,The Outlaw Michael Howe,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheOutlawMichaelHowe,9,0
642,Paint Your Wagon,http://tvtropes.org/pmwiki/pmwiki.php/Film/PaintYourWagon,18,0
643,Pale Rider,http://tvtropes.org/pmwiki/pmwiki.php/Film/PaleRider,35,0
644,The Phantom Empire,http://tvtropes.org/pmwiki/pmwiki.php/Film/ThePhantomEmpire,29,0
645,Posse,http://tvtropes.org/pmwiki/pmwiki.php/Film/Posse,10,0
646,Posse From Hell,http://tvtropes.org/pmwiki/pmwiki.php/Film/PosseFromHell,0,0
647,The Professionals,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheProfessionals,24,0
648,The Proposition,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheProposition,53,0
649,Purgatory,http://tvtropes.org/pmwiki/pmwiki.php/Film/Purgatory,38,0
650,Quigley Down Under,http://tvtropes.org/pmwiki/pmwiki.php/Film/QuigleyDownUnder,58,0
651,Rango,http://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/Rango,206,0
652,Ravenous,http://tvtropes.org/pmwiki/pmwiki.php/Film/Ravenous,86,0
653,Red River,http://tvtropes.org/pmwiki/pmwiki.php/Film/RedRiver,37,0
654,Red Sun,http://tvtropes.org/pmwiki/pmwiki.php/Film/RedSun,4,0
655,The Revenant,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheRevenant,125,0
656,Rio Bravo,http://tvtropes.org/pmwiki/pmwiki.php/Film/RioBravo,51,0
657,Rooster Cogburn,http://tvtropes.org/pmwiki/pmwiki.php/Film/RoosterCogburn,8,0
658,The Sabata Trilogy,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheSabataTrilogy,19,0
659,The Salvation,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheSalvation,43,0
660,Sartana,http://tvtropes.org/pmwiki/pmwiki.php/Film/Sartana,22,0
661,Savages Crossing,http://tvtropes.org/pmwiki/pmwiki.php/Film/SavagesCrossing,17,0
662,The Searchers,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheSearchers,117,0
663,Seraphim Falls,http://tvtropes.org/pmwiki/pmwiki.php/Film/SeraphimFalls,28,0
664,Shane,http://tvtropes.org/pmwiki/pmwiki.php/Film/Shane,40,0
665,Shanghai Noon,http://tvtropes.org/pmwiki/pmwiki.php/Film/ShanghaiNoon,89,0
666,The Shooting,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheShooting,8,0
667,The Shootist,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheShootist,12,0
668,Silverado,http://tvtropes.org/pmwiki/pmwiki.php/Film/Silverado,49,0
669,Slow West,http://tvtropes.org/pmwiki/pmwiki.php/Film/SlowWest,18,0
670,Stagecoach,http://tvtropes.org/pmwiki/pmwiki.php/Film/Stagecoach,31,0
671,Sukiyaki Western Django,http://tvtropes.org/pmwiki/pmwiki.php/Film/SukiyakiWesternDjango,35,0
672,Sunset,http://tvtropes.org/pmwiki/pmwiki.php/Film/Sunset,12,0
673,Support Your Local Sheriff,http://tvtropes.org/pmwiki/pmwiki.php/Film/SupportYourLocalSheriff,47,0
674,Sweetwater,http://tvtropes.org/pmwiki/pmwiki.php/Film/Sweetwater,14,0
675,Tombstone,http://tvtropes.org/pmwiki/pmwiki.php/Film/Tombstone,135,0
676,El Topo,http://tvtropes.org/pmwiki/pmwiki.php/Film/ElTopo,22,0
677,Trinity,http://tvtropes.org/pmwiki/pmwiki.php/Film/Trinity,31,0
678,True Grit,http://tvtropes.org/pmwiki/pmwiki.php/Film/TrueGrit,97,0
679,Two Rode Together,http://tvtropes.org/pmwiki/pmwiki.php/Film/TwoRodeTogether,19,0
680,Unforgiven,http://tvtropes.org/pmwiki/pmwiki.php/Film/Unforgiven,107,0
681,Utu,http://tvtropes.org/pmwiki/pmwiki.php/Film/Utu,41,0
682,Vera Cruz,http://tvtropes.org/pmwiki/pmwiki.php/Film/VeraCruz,6,0
683,The Villain,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheVillain,20,0
684,Wagons East,http://tvtropes.org/pmwiki/pmwiki.php/Film/WagonsEast,16,0
685,The War Wagon,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheWarWagon,0,0
686,Way Out West,http://tvtropes.org/pmwiki/pmwiki.php/Film/WayOutWest,14,0
687,The Wild Bunch,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheWildBunch,65,0
688,Wild Wild West,http://tvtropes.org/pmwiki/pmwiki.php/Film/WildWildWest,181,0
689,Winnetou,http://tvtropes.org/pmwiki/pmwiki.php/Literature/Winnetou,393,0
690,Winnetou I,http://tvtropes.org/pmwiki/pmwiki.php/Film/WinnetouI,7,0
691,Winnetou II,http://tvtropes.org/pmwiki/pmwiki.php/Film/WinnetouII,8,0
692,Winnetou III,http://tvtropes.org/pmwiki/pmwiki.php/Film/WinnetouIII,2,0
693,Young Guns,http://tvtropes.org/pmwiki/pmwiki.php/Film/YoungGuns,34,0
694,Young Guns II,http://tvtropes.org/pmwiki/pmwiki.php/Film/YoungGunsII,16,0
695,Abominable,http://tvtropes.org/pmwiki/pmwiki.php/Film/Abominable,34,0
696,The Abominable Snowman,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheAbominableSnowman,30,0
697,Absentia,http://tvtropes.org/pmwiki/pmwiki.php/Film/Absentia,25,0
698,Afflicted,http://tvtropes.org/pmwiki/pmwiki.php/Film/Afflicted,19,0
699,After Death,http://tvtropes.org/pmwiki/pmwiki.php/Film/AfterDeath,6,0
700,Aftermath,http://tvtropes.org/pmwiki/pmwiki.php/Film/Aftermath,8,0
701,Aftershock,http://tvtropes.org/pmwiki/pmwiki.php/Film/Aftershock,10,0
702,Alena,http://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Alena,18,0
703,All Cheerleaders Die,http://tvtropes.org/pmwiki/pmwiki.php/Film/AllCheerleadersDie,15,0
704,Terrifier,http://tvtropes.org/pmwiki/pmwiki.php/Film/Terrifier,8,0
705,All Superheroes Must Die,http://tvtropes.org/pmwiki/pmwiki.php/Film/AllSuperheroesMustDie,19,0
706,Alligator,http://tvtropes.org/pmwiki/pmwiki.php/Film/Alligator,31,0
707,The Alligator People,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheAlligatorPeople,9,0
708,Altered States,http://tvtropes.org/pmwiki/pmwiki.php/Film/AlteredStates,32,0
709,Altitude,http://tvtropes.org/pmwiki/pmwiki.php/Film/Altitude,13,0
710,AM1200,http://tvtropes.org/pmwiki/pmwiki.php/Film/AM1200,9,0
711,The Amazing Colossal Man,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheAmazingColossalMan,26,0
712,Amber Alert,http://tvtropes.org/pmwiki/pmwiki.php/Film/AmberAlert,5,0
713,An American Crime,http://tvtropes.org/pmwiki/pmwiki.php/Film/AnAmericanCrime,21,0
714,An American Haunting,http://tvtropes.org/pmwiki/pmwiki.php/Film/AnAmericanHaunting,13,0
715,American Mary,http://tvtropes.org/pmwiki/pmwiki.php/Film/AmericanMary,51,0
716,American Psycho,http://tvtropes.org/pmwiki/pmwiki.php/Literature/AmericanPsycho,136,0
717,Amityville,http://tvtropes.org/pmwiki/pmwiki.php/Franchise/Amityville,12,0
718,The Amityville Curse,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheAmityvilleCurse,6,0
719,Amityville Dollhouse,http://tvtropes.org/pmwiki/pmwiki.php/Film/AmityvilleDollhouse,6,0
720,Amsterdamned,http://tvtropes.org/pmwiki/pmwiki.php/Film/Amsterdamned,63,0
721,Amusement,http://tvtropes.org/pmwiki/pmwiki.php/Film/Amusement,23,0
722,Anaconda,http://tvtropes.org/pmwiki/pmwiki.php/Film/Anaconda,59,0
723,Angel Heart,http://tvtropes.org/pmwiki/pmwiki.php/Film/AngelHeart,81,0
724,The Anthropophagus Beast,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheAnthropophagusBeast,38,0
725,Absurd,http://tvtropes.org/pmwiki/pmwiki.php/Film/Absurd,21,0
726,Antichrist,http://tvtropes.org/pmwiki/pmwiki.php/Film/Antichrist,33,0
727,The Apparition,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheApparition,19,0
728,Arachnia,http://tvtropes.org/pmwiki/pmwiki.php/Film/Arachnia,3,0
729,Arachnophobia,http://tvtropes.org/pmwiki/pmwiki.php/Film/Arachnophobia,36,0
730,The Atomic Brain,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheAtomicBrain,11,0
731,Audition,http://tvtropes.org/pmwiki/pmwiki.php/Film/Audition,60,0
732,Autopsy,http://tvtropes.org/pmwiki/pmwiki.php/Film/Autopsy,8,0
733,The Awakening,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheAwakening,21,0
734,Axeman,http://tvtropes.org/pmwiki/pmwiki.php/Film/Axeman,7,0
735,The Babadook,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheBabadook,74,0
736,The Baby,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheBaby,14,0
737,The Babysitter,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheBabysitter,21,0
738,Bad Moon,http://tvtropes.org/pmwiki/pmwiki.php/Film/BadMoon,7,0
739,Bait 3D,http://tvtropes.org/pmwiki/pmwiki.php/Film/Bait3D,19,0
740,Banshee Chapter,http://tvtropes.org/pmwiki/pmwiki.php/Film/BansheeChapter,17,0
741,The Barrens,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheBarrens,10,0
742,Basket Case,http://tvtropes.org/pmwiki/pmwiki.php/Film/BasketCase,18,0
743,Baskin,http://tvtropes.org/pmwiki/pmwiki.php/Film/Baskin,39,0
744,The Bay,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheBay,33,0
745,The Beast,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheBeast,15,0
746,The Beast Must Die,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheBeastMustDie,29,0
747,Bedlam,http://tvtropes.org/pmwiki/pmwiki.php/Film/Bedlam,19,0
748,The Bell Witch Haunting,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheBellWitchHaunting,5,0
749,Bereavement,http://tvtropes.org/pmwiki/pmwiki.php/Film/Bereavement,9,0
750,The Bermuda Depths,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheBermudaDepths,6,0
751,The Beyond,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheBeyond,17,0
752,Big Ass Spider,http://tvtropes.org/pmwiki/pmwiki.php/Film/BigAssSpider,30,0
753,Big Bad Wolf,http://tvtropes.org/pmwiki/pmwiki.php/Film/BigBadWolf,23,0
754,Big Bad Wolves,http://tvtropes.org/pmwiki/pmwiki.php/Film/BigBadWolves,38,0
755,Birdemic,http://tvtropes.org/pmwiki/pmwiki.php/Film/Birdemic,63,0
756,The Birds,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheBirds,54,0
757,The Black Cat,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheBlackCat,21,0
758,Black Forest,http://tvtropes.org/pmwiki/pmwiki.php/Film/BlackForest,10,0
759,The Black Room,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheBlackRoom,8,0
760,Black Sabbath,http://tvtropes.org/pmwiki/pmwiki.php/Film/BlackSabbath,5,0
761,The Black Scorpion,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheBlackScorpion,6,0
762,Black Sunday,http://tvtropes.org/pmwiki/pmwiki.php/Film/BlackSunday,21,0
763,Black Water,http://tvtropes.org/pmwiki/pmwiki.php/Film/BlackWater,5,0
764,Blacula,http://tvtropes.org/pmwiki/pmwiki.php/Film/Blacula,25,0
765,Blade Trilogy,http://tvtropes.org/pmwiki/pmwiki.php/Film/BladeTrilogy,64,0
766,Blade,http://tvtropes.org/pmwiki/pmwiki.php/Film/Blade,79,0
767,Blade II,http://tvtropes.org/pmwiki/pmwiki.php/Film/BladeII,59,0
768,The Blair Witch Project,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheBlairWitchProject,82,0
769,Blair Witch,http://tvtropes.org/pmwiki/pmwiki.php/Film/BlairWitch,57,0
770,Blood Cult,http://tvtropes.org/pmwiki/pmwiki.php/Film/BloodCult,11,0
771,Blood Feast,http://tvtropes.org/pmwiki/pmwiki.php/Film/BloodFeast,13,0
772,Blood Punch,http://tvtropes.org/pmwiki/pmwiki.php/Film/BloodPunch,77,0
773,Blood Rage,http://tvtropes.org/pmwiki/pmwiki.php/Film/BloodRage,48,0
774,Blood Rites,http://tvtropes.org/pmwiki/pmwiki.php/Film/BloodRites,3,0
775,Bloodlust,http://tvtropes.org/pmwiki/pmwiki.php/Film/Bloodlust,17,0
776,Bloodsucking Freaks,http://tvtropes.org/pmwiki/pmwiki.php/Film/BloodsuckingFreaks,11,0
777,Bloodwine,http://tvtropes.org/pmwiki/pmwiki.php/Film/Bloodwine,2,0
778,Bloody Birthday,http://tvtropes.org/pmwiki/pmwiki.php/Film/BloodyBirthday,12,0
779,Bloody Homecoming,http://tvtropes.org/pmwiki/pmwiki.php/Film/BloodyHomecoming,4,0
780,Bloody Moon,http://tvtropes.org/pmwiki/pmwiki.php/Film/BloodyMoon,16,0
781,Blue Monkey,http://tvtropes.org/pmwiki/pmwiki.php/Film/BlueMonkey,33,0
782,Blue Sunshine,http://tvtropes.org/pmwiki/pmwiki.php/Film/BlueSunshine,5,0
783,Body Bags,http://tvtropes.org/pmwiki/pmwiki.php/Film/BodyBags,34,0
784,The Body Snatcher,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheBodySnatcher,18,0
785,The Boogey Man,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheBoogeyMan,7,0
786,Borderland,http://tvtropes.org/pmwiki/pmwiki.php/Film/Borderland,12,0
787,The Boy,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheBoy,31,0
788,The Boy 2015,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheBoy2015,10,0
789,Braindead,http://tvtropes.org/pmwiki/pmwiki.php/Film/Braindead,61,0
790,Brainscan,http://tvtropes.org/pmwiki/pmwiki.php/Film/Brainscan,16,0
791,Breathing Room,http://tvtropes.org/pmwiki/pmwiki.php/Film/BreathingRoom,4,0
792,The Broken,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheBroken,4,0
793,The Brood,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheBrood,14,0
794,Bruiser,http://tvtropes.org/pmwiki/pmwiki.php/Film/Bruiser,13,0
795,The Brute Man,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheBruteMan,8,0
796,Bubba Ho Tep,http://tvtropes.org/pmwiki/pmwiki.php/Film/BubbaHoTep,26,0
797,Bug,http://tvtropes.org/pmwiki/pmwiki.php/Film/Bug,9,0
798,The Burning,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheBurning,57,0
799,The Burning Moon,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheBurningMoon,26,0
800,Burnt Offerings,http://tvtropes.org/pmwiki/pmwiki.php/Film/BurntOfferings,7,0
801,The Bye Bye Man,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheByeByeMan,13,0
802,Cabin Fever,http://tvtropes.org/pmwiki/pmwiki.php/Film/CabinFever,93,0
803,Candyman,http://tvtropes.org/pmwiki/pmwiki.php/Film/Candyman,65,0
804,Cannibal Ferox,http://tvtropes.org/pmwiki/pmwiki.php/Film/CannibalFerox,5,0
805,Cannibal Holocaust,http://tvtropes.org/pmwiki/pmwiki.php/Film/CannibalHolocaust,49,0
806,Captivity,http://tvtropes.org/pmwiki/pmwiki.php/Film/Captivity,12,0
807,The Car,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheCar,43,0
808,Carnage Road,http://tvtropes.org/pmwiki/pmwiki.php/Film/CarnageRoad,9,0
809,Carnosaur,http://tvtropes.org/pmwiki/pmwiki.php/Film/Carnosaur,39,0
810,Carrie,http://tvtropes.org/pmwiki/pmwiki.php/Film/Carrie,36,0
811,Carriers,http://tvtropes.org/pmwiki/pmwiki.php/Film/Carriers,28,0
812,Carved,http://tvtropes.org/pmwiki/pmwiki.php/Film/Carved,6,0
813,Carver,http://tvtropes.org/pmwiki/pmwiki.php/Film/Carver,78,0
814,La Casa 3,http://tvtropes.org/pmwiki/pmwiki.php/Film/LaCasa3,16,0
815,Case 39,http://tvtropes.org/pmwiki/pmwiki.php/Film/Case39,13,0
816,Castle Freak,http://tvtropes.org/pmwiki/pmwiki.php/Film/CastleFreak,12,0
817,Cat People,http://tvtropes.org/pmwiki/pmwiki.php/Film/CatPeople,53,0
818,Cat Sick Blues,http://tvtropes.org/pmwiki/pmwiki.php/Film/CatSickBlues,8,0
819,The Cave,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheCave,13,0
820,The Cavern,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheCavern,9,0
821,The Cell,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheCell,31,0
822,Cemetery Man,http://tvtropes.org/pmwiki/pmwiki.php/Film/CemeteryMan,14,0
823,Cementerio Del Terror,http://tvtropes.org/pmwiki/pmwiki.php/Film/CementerioDelTerror,55,0
824,Chain Letter,http://tvtropes.org/pmwiki/pmwiki.php/Film/ChainLetter,15,0
825,Chakushin Ari,http://tvtropes.org/pmwiki/pmwiki.php/Film/ChakushinAri,61,0
826,The Changeling,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheChangeling,39,0
827,Chemical Wedding,http://tvtropes.org/pmwiki/pmwiki.php/Film/ChemicalWedding,5,0
828,Cheerleader Camp,http://tvtropes.org/pmwiki/pmwiki.php/Film/CheerleaderCamp,12,0
829,Chernobyl Diaries,http://tvtropes.org/pmwiki/pmwiki.php/Film/ChernobylDiaries,11,0
830,Cherry Falls,http://tvtropes.org/pmwiki/pmwiki.php/Film/CherryFalls,17,0
831,The Children,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheChildren,13,0
832,A Chinese Ghost Story,http://tvtropes.org/pmwiki/pmwiki.php/Film/AChineseGhostStory,40,0
833,Christine,http://tvtropes.org/pmwiki/pmwiki.php/Literature/Christine,34,0
834,Christmas Evil,http://tvtropes.org/pmwiki/pmwiki.php/Film/ChristmasEvil,11,0
835,The Church,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheChurch,21,0
836,Clown,http://tvtropes.org/pmwiki/pmwiki.php/Film/Clown,20,0
837,Club Dread,http://tvtropes.org/pmwiki/pmwiki.php/Film/ClubDread,15,0
838,Cold Fish,http://tvtropes.org/pmwiki/pmwiki.php/Film/ColdFish,23,0
839,Cold Prey,http://tvtropes.org/pmwiki/pmwiki.php/Film/ColdPrey,63,0
840,Colin,http://tvtropes.org/pmwiki/pmwiki.php/Film/Colin,8,0
841,The Collector,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheCollector,47,0
842,Confessions,http://tvtropes.org/pmwiki/pmwiki.php/Film/Confessions,44,0
843,The Conjuring,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheConjuring,110,0
844,Annabelle,http://tvtropes.org/pmwiki/pmwiki.php/Film/Annabelle,14,0
845,The Conspiracy,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheConspiracy,2,0
846,Contamination,http://tvtropes.org/pmwiki/pmwiki.php/Film/Contamination,4,0
847,The Cottage,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheCottage,17,0
848,Count Yorga,http://tvtropes.org/pmwiki/pmwiki.php/Film/CountYorga,30,0
849,Countess Dracula,http://tvtropes.org/pmwiki/pmwiki.php/Film/CountessDracula,20,0
850,The Covenant,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheCovenant,34,0
851,The Craft,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheCraft,57,0
852,The Crawling Hand,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheCrawlingHand,9,0
853,Crawlspace,http://tvtropes.org/pmwiki/pmwiki.php/Film/Crawlspace,20,0
854,The Crazies,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheCrazies,78,0
855,The Creature Walks Among Us,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheCreatureWalksAmongUs,20,0
856,Creepshow,http://tvtropes.org/pmwiki/pmwiki.php/Film/Creepshow,80,0
857,Creepshow 2,http://tvtropes.org/pmwiki/pmwiki.php/Film/Creepshow2,37,0
858,Criminally Insane,http://tvtropes.org/pmwiki/pmwiki.php/Film/CriminallyInsane,32,0
859,Crimson Peak,http://tvtropes.org/pmwiki/pmwiki.php/Film/CrimsonPeak,87,0
860,Crocodile,http://tvtropes.org/pmwiki/pmwiki.php/Film/Crocodile,12,0
861,Cronos,http://tvtropes.org/pmwiki/pmwiki.php/Film/Cronos,18,0
862,Cruising,http://tvtropes.org/pmwiki/pmwiki.php/Film/Cruising,10,0
863,Cry Baby Lane,http://tvtropes.org/pmwiki/pmwiki.php/Film/CryBabyLane,15,0
864,Cthulhu,http://tvtropes.org/pmwiki/pmwiki.php/Film/Cthulhu,35,0
865,Cujo,http://tvtropes.org/pmwiki/pmwiki.php/Literature/Cujo,37,0
866,The Curse,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheCurse,9,0
867,Curtains,http://tvtropes.org/pmwiki/pmwiki.php/Film/Curtains,3,0
868,Dagon,http://tvtropes.org/pmwiki/pmwiki.php/Film/Dagon,30,0
869,The Dark,http://tvtropes.org/pmwiki/pmwiki.php/Film/TheDark,7,0
870,Dark Floors,http://tvtropes.org/pmwiki/pmwiki.php/Film/DarkFloors,9,0
871,Dark Harvest,http://tvtropes.org/pmwiki/pmwiki.php/Film/DarkHarvest,4,0
872,A Dark Song,http://tvtropes.org/pmwiki/pmwiki.php/Film/ADarkSong,14,0
873,Dark Water,http://tvtropes.org/pmwiki/pmwiki.php/Film/DarkWater,47,0
874,Darkness Falls,http://tvtropes.org/pmwiki/pmwiki.php/Film/DarknessFalls,11,0
875,De Lift,http://tvtropes.org/pmwiki/pmwiki.php/Film/DeLift,4,0
876,Dead Lands,http://tvtropes.org/pmwiki/pmwiki.php/Film/DeadLands,28,0
877,Dead End,http://tvtropes.org/pmwiki/pmwiki.php/Film/DeadEnd,19,0
878,Dead Friend,http://tvtropes.org/pmwiki/pmwiki.php/Film/DeadFriend,18,0
879,Dead Heat,http://tvtropes.org/pmwiki/pmwiki.php/Film/DeadHeat,18,0
